"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1310980","occ","","","175981","Pagophilus groenlandica","species","104977","Holocene","","0.0117","0","57708"
"1310981","occ","","","175981","Phoca vitulina","species","72268","Holocene","","0.0117","0","57708"
"1310982","occ","","","175981","Phoca","genus","36936","Holocene","","0.0117","0","57708"
"1310984","occ","","","175982","Pusa hispida","species","80722","Holocene","","0.0117","0","57708"
"1310985","occ","","","175982","Pagophilus groenlandica","species","104977","Holocene","","0.0117","0","57708"
"1310986","occ","","","175982","Phoca vitulina","species","72268","Holocene","","0.0117","0","57708"
"1310987","occ","","","175982","Phoca","genus","36936","Holocene","","0.0117","0","57708"
"1310989","occ","","","175983","Pusa hispida","species","80722","Holocene","","0.0117","0","57708"
"1310990","occ","","","175983","Pagophilus groenlandica","species","104977","Holocene","","0.0117","0","57708"
"1310991","occ","","","175983","Phoca vitulina","species","72268","Holocene","","0.0117","0","57708"
"1310992","occ","","","175983","Phoca","genus","36936","Holocene","","0.0117","0","57708"
"1310994","occ","","","175984","Ursus maritimus","species","52609","Holocene","","0.0117","0","57709"
"1310995","occ","","","175984","Pusa hispida","species","80722","Holocene","","0.0117","0","57709"
"1310996","occ","","","175984","Phoca","genus","36936","Holocene","","0.0117","0","57709"
"1310997","occ","","","175985","Ursus maritimus","species","52609","Holocene","","0.0117","0","57709"
"1310998","occ","","","175985","Odobenus rosmarus","species","72267","Holocene","","0.0117","0","57709"
"1310999","occ","","","175985","Erignathus barbatus","species","98704","Holocene","","0.0117","0","57709"
"1311000","occ","","","175985","Pusa hispida","species","80722","Holocene","","0.0117","0","57709"
"1311001","occ","","","175985","Pagophilus groenlandica","species","104977","Holocene","","0.0117","0","57709"
"1311002","occ","","","175985","Phoca","genus","36936","Holocene","","0.0117","0","57709"
"1311003","occ","","","175986","Phoca","genus","36936","Holocene","","0.0117","0","57709"
"1311004","occ","","","175987","Ursus maritimus","species","52609","Holocene","","0.0117","0","57709"
"1311005","occ","","","175988","Pusa hispida","species","80722","Holocene","","0.0117","0","57709"
"1311006","occ","","","175988","Phoca","genus","36936","Holocene","","0.0117","0","57709"
"1311007","occ","","","175989","Pusa hispida","species","80722","Holocene","","0.0117","0","57709"
"1311008","occ","","","175989","Phoca","genus","36936","Holocene","","0.0117","0","57709"
"1311009","occ","","","175990","Pusa hispida","species","80722","Holocene","","0.0117","0","57709"
"1311010","occ","","","175990","Phoca","genus","36936","Holocene","","0.0117","0","57709"
"1311011","occ","","","175991","Pusa hispida","species","80722","Holocene","","0.0117","0","57709"
"1311012","occ","","","175991","Phoca","genus","36936","Holocene","","0.0117","0","57709"
"1311013","occ","","","175992","Phoca","genus","36936","Holocene","","0.0117","0","57709"
"1311014","occ","","","175993","Pusa hispida","species","80722","Holocene","","0.0117","0","57709"
"1311015","occ","","","175993","Phoca","genus","36936","Holocene","","0.0117","0","57709"
"1311027","occ","","","175995","Odobenus rosmarus","species","72267","Holocene","","0.0117","0","57710"
"1311028","occ","","","175995","Erignathus","genus","53280","Holocene","","0.0117","0","57710"
"1311029","occ","","","175995","Pusa hispida","species","80722","Holocene","","0.0117","0","57710"
"1311030","occ","","","175995","Pagophilus groenlandica","species","104977","Holocene","","0.0117","0","57710"
"1311031","occ","","","175995","Phoca vitulina","species","72268","Holocene","","0.0117","0","57710"
"1311057","occ","","","175921","Atasorex edax","species","334921","Late Oligocene","","28.4","23.03","57712"
"1311058","occ","","","37205","Aralosorex kalini","species","334925","Late Oligocene","","28.4","23.03","57723"
"1311108","occ","","","64355","Miocrocidosorex zazhigini","species","335008","Aquitanian","Burdigalian","23.03","15.97","57723"
"1311110","occ","","","174716","Alagtsavbaatar indigenus","species","97832","Late Eocene","","37.2","33.9","57727"
"1311111","occ","","","174716","Eofelis","genus","41053","Late Eocene","","37.2","33.9","57727"
"1311112","occ","","","176016","Nimravus mongoliensis","species","332926","Late Eocene","","37.2","33.9","57193"
"1311397","occ","","","176059","Chiroptera","order","40622","Ypresian","Lutetian","56","41.3","16676"
"1311610","occ","","","21855","Namibictis senuti","species","335204","Early Miocene","Middle Miocene","23.03","11.608","57771"
"1311611","occ","","","21855","Africanictis meini","species","335205","Early Miocene","Middle Miocene","23.03","11.608","57771"
"1311612","occ","","","77025","Africanictis schmidtkittleri","species","335206","Early Miocene","","23.03","15.97","57771"
"1311613","occ","","","21855","Africanictis hyaenoides","species","335209","Early Miocene","Middle Miocene","23.03","11.608","57772"
"1311615","occ","","","39014","Saturninia mamertensis","species","350419","Bartonian","","41.3","38","57773"
"1311616","occ","","","39014","Cryptotopos","genus","92283","Bartonian","","41.3","38","57773"
"1311634","occ","","","71985","Siamosorex debonisi","species","335225","Late Oligocene","","28.4","23.03","57780"
"1311636","occ","","","49083","Progenitohyus thailandicus","species","335230","Late Eocene","","37.2","33.9","57782"
"1311968","occ","","","149523","Chiroptera","order","40622","Late Eocene","Early Oligocene","37.2","28.4","57755"
"1312215","occ","","","144474","Molossidae","family","40693","Middle Eocene","","48.6","37.2","57830"
"1312216","occ","","","144474","Phyllostomatidae","family","40654","Middle Eocene","","48.6","37.2","57830"
"1312217","occ","","","144474","Microchiroptera","suborder","40627","Middle Eocene","","48.6","37.2","57830"
"1312241","occ","","","176151","Microchiroptera","suborder","40627","Middle Eocene","","48.6","37.2","57830"
"1312338","occ","","","176130","Rhinolophoidea","superfamily","40639","Late Oligocene","","28.4","23.03","57830"
"1312339","occ","","","176130","Emballonuridae","family","40636","Late Oligocene","","28.4","23.03","57830"
"1312340","occ","","","176130","Vespertilionoidea","superfamily","40660","Late Oligocene","","28.4","23.03","57830"
"1312428","occ","","","176149","Emballonuridae","family","40636","Early Miocene","","23.03","15.97","57830"
"1312558","occ","","","176162","Molossidae","family","40693","Late Miocene","","11.608","5.333","57830"
"1312632","occ","","","176156","Emballonuridae","family","40636","Late Miocene","","11.608","5.333","57830"
"1313279","occ","","","136269","Sorex","genus","40486","MN 4","","16.9","15.97","57907"
"1313280","occ","","","136269","Rhinolophus","genus","40646","MN 4","","16.9","15.97","57907"
"1313281","occ","","","136269","Rhinolophidae","family","40644","MN 4","","16.9","15.97","57907"
"1313283","occ","","","136269","Felidae","family","41045","MN 4","","16.9","15.97","57907"
"1313284","occ","","","136269","Amphicyon major","species","56987","MN 4","","16.9","15.97","57907"
"1313285","occ","","","136269","Alopecocyon","genus","41192","MN 4","","16.9","15.97","57907"
"1313286","occ","","","136269","Plithocyon","genus","41323","MN 4","","16.9","15.97","57907"
"1313287","occ","","","136269","Dinocyon thenardi","species","339546","MN 4","","16.9","15.97","57907"
"1313288","occ","","","136269","Martes","genus","41126","MN 4","","16.9","15.97","57907"
"1313299","occ","","","136269","Teutomanis","genus","43680","MN 4","","16.9","15.97","57907"
"1313595","occ","","","141368","Phyllostominae","subfamily","159129","Colhuehuapian","","21","17.5","57940"
"1313596","occ","","","141368","Mormopterus barrancae","species","335780","Colhuehuapian","","21","17.5","57940"
"1313597","occ","","","141368","Mormopterus","genus","92096","Colhuehuapian","","21","17.5","57940"
"1314494","occ","","","49078","Miacis","genus","40979","Late Eocene","","37.2","33.9","57995"
"1314495","occ","","","49078","Nimravus intermedius","species","347808","Late Eocene","","37.2","33.9","2745"
"1314496","occ","","","49078","Hoplophoneus","genus","41041","Late Eocene","","37.2","33.9","2745"
"1314515","occ","","","176016","Amphicyonidae","family","41266","Late Eocene","","37.2","33.9","58008"
"1314516","occ","","","53979","Asiavorator gracilis","species","97826","Early Oligocene","","33.9","28.4","58009"
"1314663","occ","","","176411","Odobenus rosmarus","species","72267","Holocene","","0.0117","0","58039"
"1314664","occ","","","176411","Phocidae","family","41186","Holocene","","0.0117","0","58039"
"1314667","occ","","","176411","Ursus maritimus","species","52609","Holocene","","0.0117","0","58039"
"1314668","occ","","","176411","Canis familiaris","species","104153","Holocene","","0.0117","0","58039"
"1314838","occ","","","118482","Leptacodon","genus","40499","Wasatchian","","55.8","50.3","58065"
"1314839","occ","","","118482","Wyonycteris","genus","40506","Wasatchian","","55.8","50.3","58065"
"1314847","occ","","","118482","Miacidae","family","40978","Wasatchian","","55.8","50.3","58065"
"1314888","occ","","","15673","Leptacodon","genus","40499","Wasatchian","","55.8","50.3","58065"
"1314889","occ","","","15673","Wyonycteris","genus","40506","Wasatchian","","55.8","50.3","58065"
"1314892","occ","","","15673","Apternodontidae","family","40515","Wasatchian","","55.8","50.3","58065"
"1314896","occ","","","15673","Metacheiromyidae","family","43664","Wasatchian","","55.8","50.3","58065"
"1314897","occ","","","15673","Miacidae","family","40978","Wasatchian","","55.8","50.3","58065"
"1314920","occ","","","175383","Soricidae","family","40443","Late Oligocene","","28.4","23.03","58067"
"1315317","occ","","","53978","Palaeogale sectoria","species","48868","Early Oligocene","","33.9","28.4","58133"
"1315329","occ","","","176525","Ursus americanus","species","52602","Holocene","","0.0117","0","58111"
"1315330","occ","","","176525","Canis","genus","41198","Holocene","","0.0117","0","58111"
"1315331","occ","","","176525","Vulpes","genus","41248","Holocene","","0.0117","0","58111"
"1315332","occ","","","176525","Felis","genus","41055","Holocene","","0.0117","0","58111"
"1315333","occ","","","176525","Mustela vison","species","51277","Holocene","","0.0117","0","58111"
"1315334","occ","","","176525","Mephitis mephitis","species","52656","Holocene","","0.0117","0","58111"
"1315335","occ","","","176525","Phoca vitulina","species","72268","Holocene","","0.0117","0","58111"
"1315351","occ","","","122450","Canis lupus","species","44860","Holocene","","0.0117","0","58111"
"1315352","occ","","","122450","Canis","genus","41198","Holocene","","0.0117","0","58111"
"1315353","occ","","","122450","Phoca vitulina","species","72268","Holocene","","0.0117","0","58111"
"1315366","occ","","","176524","Ursus americanus","species","52602","Holocene","","0.0117","0","58111"
"1315367","occ","","","176524","Lontra canadensis","species","233974","Holocene","","0.0117","0","58111"
"1315368","occ","","","176524","Mustela vison","species","51277","Holocene","","0.0117","0","58111"
"1315369","occ","","","176524","Mustela americana","species","233976","Holocene","","0.0117","0","58111"
"1315370","occ","","","176524","Phoca vitulina","species","72268","Holocene","","0.0117","0","58111"
"1315386","occ","","","122440","Canis","genus","41198","Holocene","","0.0117","0","58111"
"1315745","occ","","","138239","Gracilocyon","genus","174524","Thanetian","","59.2","56","58181"
"1315753","occ","","","176606","Ernanodon antelios","species","246049","Late Paleocene","","58.7","55.8","58185"
"1315770","occ","","","176607","Pappictidops acies","species","260773","Early Paleocene","Middle Paleocene","66","58.7","58185"
"1315771","occ","","","176607","Pappictidops obtusus","species","260774","Early Paleocene","Middle Paleocene","66","58.7","58185"
"1317105","occ","","","84901","Otariidae","family","96678","Rancholabrean","","0.3","0.012","58344"
"1317236","occ","","","71942","Potamotherium vallentoni","species","187600","MP 28","","28.4","23.03","58367"
"1317375","occ","","","17976","Plesiosorex greeni","species","155074","Early Barstovian","","15.97","13.6","58390"
"1317377","occ","","","17976","Pseudotrimylus roperi","species","46958","Early Barstovian","","15.97","13.6","58390"
"1317378","occ","","","17976","Antesorex wilsoni","species","337668","Early Barstovian","","15.97","13.6","58390"
"1317379","occ","","","17976","Alluvisorex","genus","40446","Early Barstovian","","15.97","13.6","58390"
"1317381","occ","","","17976","Myotis","genus","40678","Early Barstovian","","15.97","13.6","58390"
"1317390","occ","","","17976","Brachypsalis obliquidens","species","44677","Early Barstovian","","15.97","13.6","58390"
"1317391","occ","","","17976","Pseudaelurus marshi","species","51144","Early Barstovian","","15.97","13.6","58390"
"1317392","occ","","","17976","Pseudaelurus stouti","species","47825","Early Barstovian","","15.97","13.6","58390"
"1317400","occ","","","68118","Paenelimnoecus","genus","40478","MN 6","","13.65","12.75","58391"
"1317401","occ","","","68118","Soricidae","family","40443","MN 6","","13.65","12.75","58391"
"1317402","occ","","","68118","Crocidosoricinae","subfamily","53426","MN 6","","13.65","12.75","58391"
"1317410","occ","","","68118","Chiroptera","order","40622","MN 6","","13.65","12.75","58391"
"1318031","occ","","","177036","Gobiohyus orientalis","species","142993","Middle Eocene","","48.6","37.2","58465"
"1318032","occ","","","177036","Gobiohyus","genus","42346","Middle Eocene","","48.6","37.2","58465"
"1318036","occ","","","177036","Carnivora","order","36905","Middle Eocene","","48.6","37.2","58465"
"1318041","occ","","","28792","Sarkastodon mongoliensis","species","347360","Middle Eocene","","48.6","37.2","58466"
"1318063","occ","","","28792","Gobiohyus orientalis","species","142993","Middle Eocene","","48.6","37.2","58466"
"1318554","occ","","","177178","Eumetopias jubata","species","104989","Holocene","","0.0117","0","58558"
"1318565","occ","","","177180","Mirounga leonina","species","72266","Holocene","","0.0117","0","58559"
"1318567","occ","","","177180","Leptonychotes weddelli","species","80799","Holocene","","0.0117","0","58559"
"1318568","occ","","","177180","Arctocephalus gazella","species","71844","Holocene","","0.0117","0","58559"
"1321200","occ","","","136172","Miniopterus","genus","40676","Late Pleistocene","Holocene","0.126","0","58701"
"1321249","occ","","","136430","Miniopterus","genus","40676","Pleistocene","","2.588","0.0117","58701"
"1321423","occ","","","136072","Vespertilionidae","family","40663","Pleistocene","","2.588","0.0117","58806"
"1321768","occ","","","19233","Tomarctus","genus","41246","Miocene","","23.03","5.333","58824"
"1322789","occ","","","84793","Archaeopteropus transiens","species","135790","Early Oligocene","","33.9","28.4","58872"
"1322859","occ","","","178001","Valenictus chulavistensis","species","71856","Blancan","","4.9","1.8","1360"
"1322861","occ","","","118208","Dusignathus seftoni","species","71858","Piacenzian","","3.6","2.588","1360"
"1322951","occ","","","58983","Devinophoca emryi","species","339504","Serravallian","","13.82","11.62","58882"
"1327693","occ","","","178479","Borophagus hilli","species","49475","Blancan","","4.9","1.8","59049"
"1328725","occ","","","18519","Cynarctus wangi","species","340833","Barstovian","","15.97","13.6","59151"
"1331661","occ","","","146556","Pappictidops orientalis","species","246089","Early Paleocene","","66","61.7","59382"
"1336948","occ","","","180344","Franconictis vireti","species","174802","Late Oligocene","","28.4","23.03","59850"
"1337615","occ","","","180523","Miroungini","tribe","72048","Piacenzian","","3.6","2.588","59898"
"1337720","occ","","","180565","Eochiroptera","suborder","347892","Ypresian","","56","47.8","59914"
"1337721","occ","","","180565","Eochiroptera","suborder","347892","Ypresian","","56","47.8","59914"
"1337739","occ","","","180568","Machocyon abbasi","species","345447","Ypresian","","56","47.8","59919"
"1337740","occ","","","180569","Machocyon abbasi","species","345447","Ypresian","","56","47.8","59919"
"1337741","occ","","","180570","Quettacyon parachai","species","345417","Ypresian","","56","47.8","59919"
"1337772","occ","","","179812","Chiroptera","order","40622","Late Oligocene","","28.4","23.03","59924"
"1337775","occ","","","179812","Alopecocyon","genus","41192","Late Oligocene","","28.4","23.03","59924"
"1337826","occ","","","180589","Amphicyonidae","family","41266","Late Oligocene","","28.4","23.03","59924"
"1337830","occ","","","179933","Soricidae","family","40443","Late Oligocene","","28.4","23.03","59924"
"1337831","occ","","","179933","Chiroptera","order","40622","Late Oligocene","","28.4","23.03","59924"
"1337876","occ","","","180592","Carnivora","order","36905","Early Miocene","","23.03","15.97","59924"
"1337904","occ","","","180599","Carnivora","order","36905","Early Miocene","","23.03","15.97","59924"
"1337960","occ","","","180613","Chiroptera","order","40622","Early Miocene","","23.03","15.97","59924"
"1338014","occ","","","180619","Soricidae","family","40443","Early Miocene","","23.03","15.97","59924"
"1338015","occ","","","180619","Chiroptera","order","40622","Early Miocene","","23.03","15.97","59924"
"1338048","occ","","","180625","Carnivora","order","36905","Early Miocene","","23.03","15.97","59924"
"1338104","occ","","","180630","Creodonta","order","40902","Early Miocene","","23.03","15.97","59924"
"1338122","occ","","","179935","Soricidae","family","40443","Late Oligocene","","28.4","23.03","59924"
"1338266","occ","","","53929","Phocanella pumila","species","72138","Miocene","Pliocene","23.03","2.588","59976"
"1338322","occ","","","133397","Bumbanius rarus","species","143261","Bumbanian","","55.8","48.6","59992"
"1338324","occ","","","133397","Oedolius perexiguus","species","143263","Bumbanian","","55.8","48.6","59992"
"1338402","occ","","","180697","Pyctis inamatus","species","345701","Early Oligocene","","33.9","28.4","60001"
"1340431","occ","","","181068","Palaeogale","genus","40968","Late Oligocene","Early Miocene","28.4","15.97","60145"
"1341282","occ","","","16542","Chiroptera","order","40622","Late Uintan","","46.2","40.4","60251"
"1341290","occ","","","181255","Lontra","genus","41121","Pliocene","","5.333","2.588","60257"
"1341581","occ","","","181322","Nyctophilus","genus","103134","Early Pleistocene","","2.588","0.781","60306"
"1342703","occ","","","181610","Macroderma koppa","species","346702","Early Pliocene","","5.333","3.6","60396"
"1342753","occ","","","181621","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","181621"
"1342892","occ","","","181678","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","181678"
"1343133","occ","","","181725","Tomarctus brevirostris","species","52374","Barstovian","","15.97","13.6","60424"
"1343134","occ","","","181725","Actiocyon parverratis","species","346772","Barstovian","","15.97","13.6","60424"
"1343135","occ","","","181725","Negodiaetictis rugatrulleum","species","346776","Barstovian","","15.97","13.6","60424"
"1343136","occ","","","181729","Actiocyon parverratis","species","346772","Barstovian","","15.97","13.6","60424"
"1343140","occ","","","181731","Leptocyon","genus","41218","Barstovian","","15.97","13.6","60424"
"1343141","occ","","","181731","Pseudotrimylus","genus","40484","Barstovian","","15.97","13.6","60424"
"1343142","occ","","","181731","Plesiosorex","genus","40440","Barstovian","","15.97","13.6","60424"
"1343157","occ","","","181731","Tomarctus","genus","41246","Barstovian","","15.97","13.6","60424"
"1343158","occ","","","181732","Brevimalictis chikasha","species","346774","Barstovian","","15.97","13.6","60424"
"1343159","occ","","","181732","Brevimalictis chikasha","species","346774","Barstovian","","15.97","13.6","60424"
"1343192","occ","","","68437","Miacidae","family","40978","Early Eocene","","55.8","48.6","60429"
"1343193","occ","","","68437","Viverravidae","family","40992","Early Eocene","","55.8","48.6","60429"
"1343196","occ","","","68437","Leptacodon","genus","40499","Early Eocene","","55.8","48.6","60429"
"1343197","occ","","","68437","Icaronycteris","genus","40632","Early Eocene","","55.8","48.6","60429"
"1344298","occ","","","181913","Hipposideros","genus","40649","Middle Miocene","","15.97","11.608","60509"
"1344401","occ","","","96015","Herpestes","genus","41005","Pleistocene","","2.588","0.0117","60517"
"1344411","occ","","","96015","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","60517"
"1344782","occ","","","182103","Mystacina","genus","333938","Late Pleistocene","Holocene","0.126","0","60538"
"1344783","occ","","","182103","Mystacina","genus","333938","Late Pleistocene","Holocene","0.126","0","60538"
"1344878","occ","","","182104","Mystacina","genus","333938","Late Pleistocene","Holocene","0.126","0","60538"
"1344879","occ","","","182104","Mystacina","genus","333938","Late Pleistocene","Holocene","0.126","0","60538"
"1345762","occ","","","142030","Creodonta","order","40902","Bartonian","","41.3","38","60605"
"1345771","occ","","","182220","Chiroptera","order","40622","Bartonian","","41.3","38","60604"
"1345940","occ","","","31752","Saturninia","genus","40441","MP 19","","37.2","33.9","60613"
"1346033","occ","","","88345","Cynodictis","genus","41276","Early Eocene","","55.8","48.6","60616"
"1346155","occ","","","79200","Archaeonycteris praecursor","species","347199","Early Eocene","","55.8","48.6","60625"
"1346480","occ","","","181653","Quercygale smithi","species","347279","Ypresian","","56","47.8","60656"
"1346481","occ","","","182321","Macroderma","genus","94084","Late Pleistocene","","0.126","0.0117","60657"
"1346484","occ","","","182322","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","60657"
"1346486","occ","","","136222","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","60657"
"1346487","occ","","","182323","Macroderma","genus","94084","Quaternary","","2.588","0","60657"
"1346490","occ","","","35533","Quercygale smithi","species","347279","Ypresian","","56","47.8","60656"
"1346491","occ","","","35540","Uintacyon hookeri","species","347301","Ypresian","","56","47.8","60656"
"1346492","occ","","","35535","Uintacyon hookeri","species","347301","Ypresian","","56","47.8","60656"
"1346493","occ","","","35533","Uintacyon hookeri","species","347301","Ypresian","","56","47.8","60656"
"1346494","occ","","","84997","Uintacyon hookeri","species","347301","MP 8 + 9","","55.8","48.6","60656"
"1346495","occ","","","179143","Uintacyon hookeri","species","347301","MP 8 + 9","","55.8","48.6","60656"
"1346732","occ","","","182448","Neomonachus tropicalis","species","137348","Holocene","","0.0117","0","34444"
"1347034","occ","","","182485","Creodonta","order","40902","Irdinmanhan","","48.6","37.2","60687"
"1347043","occ","","","182485","Gobiohyus","genus","42346","Irdinmanhan","","48.6","37.2","60687"
"1347051","occ","","","182486","Creodonta","order","40902","Sharamurunian","","48.6","37.2","60687"
"1347058","occ","","","127656","Sarkastodon mongoliensis","species","347360","Middle Eocene","","48.6","37.2","60689"
"1347059","occ","","","182487","Sarkastodon mongoliensis","species","347360","Irdinmanhan","","48.6","37.2","60689"
"1347111","occ","","","182502","Feliformia","suborder","72064","Late Oligocene","","28.4","23.03","60700"
"1347118","occ","","","182503","Carnivora","order","36905","Late Oligocene","","28.4","23.03","60700"
"1347119","occ","","","182503","Carnivora","order","36905","Late Oligocene","","28.4","23.03","60700"
"1347251","occ","","","174909","Gobiohyus","genus","42346","Middle Eocene","","48.6","37.2","60713"
"1347577","occ","","","182562","Aelurodon","genus","41190","Clarendonian","","13.6","10.3","60736"
"1347578","occ","","","182562","Tomarctus","genus","41246","Clarendonian","","13.6","10.3","60736"
"1347594","occ","","","182565","Xinyuictis tenuis","species","347427","Early Eocene","","55.8","48.6","60740"
"1347639","occ","","","46193","Miacis lushiensis","species","97813","Middle Eocene","","48.6","37.2","60756"
"1347640","occ","","","41116","Chailicyon crassidens","species","347443","Sharamurunian","","48.6","37.2","60756"
"1347883","occ","","","132949","Quadratodon sigei","species","347640","Danian","","66","61.6","60813"
"1347994","occ","","","35538","Leptacodon","genus","40499","Early Eocene","","55.8","48.6","60837"
"1347995","occ","","","35538","Nyctitheriidae","family","40496","Early Eocene","","55.8","48.6","60837"
"1348002","occ","","","35538","Archaeonycteris","genus","40630","Early Eocene","","55.8","48.6","60837"
"1348007","occ","","","35538","Miacidae","family","40978","Early Eocene","","55.8","48.6","60837"
"1348008","occ","","","35538","Miacidae","family","40978","Early Eocene","","55.8","48.6","60837"
"1348030","occ","","","68174","Oxyaena woutersi","species","331782","Ypresian","","56","47.8","60841"
"1348031","occ","","","68437","Palaeonictis gigantea","species","173477","Early Eocene","","55.8","48.6","60841"
"1348032","occ","","","35537","Palaeonictis gigantea","species","173477","Ypresian","","56","47.8","60841"
"1348033","occ","","","144104","Palaeonictis gigantea","species","173477","Early Eocene","","55.8","48.6","60841"
"1348034","occ","","","123459","Palaeonictis gigantea","species","173477","Early Eocene","","55.8","48.6","60841"
"1348035","occ","","","182644","Oxyaena","genus","40961","Early Eocene","","55.8","48.6","60942"
"1348075","occ","","","182643","Vassacyon taxidiotis","species","336921","Ypresian","","56","47.8","60847"
"1348076","occ","","","68174","Gracilocyon solei","species","174525","Ypresian","","56","47.8","60847"
"1348077","occ","","","68174","Vassacyon taxidiotis","species","336921","Ypresian","","56","47.8","60847"
"1348116","occ","","","182658","Nimravus intermedius","species","347808","MP 24","","33.9","28.4","60858"
"1348147","occ","","","38868","Eppsinycteris anglica","species","57564","Ypresian","","56","47.8","60859"
"1348148","occ","","","38868","Chiroptera","order","40622","Ypresian","","56","47.8","60859"
"1348149","occ","","","38868","Wyonycteris richardi","species","122136","Ypresian","","56","47.8","60859"
"1348150","occ","","","38868","Wyonycteris","genus","40506","Ypresian","","56","47.8","60859"
"1348152","occ","","","38868","Leptacodon","genus","40499","Ypresian","","56","47.8","60859"
"1348160","occ","","","38868","Palaeonictis gigantea","species","173477","Ypresian","","56","47.8","60859"
"1348161","occ","","","38868","Viverravus lawsoni","species","347837","Ypresian","","56","47.8","60859"
"1348162","occ","","","38868","Miacis rundlei","species","347701","Ypresian","","56","47.8","60859"
"1348163","occ","","","38868","Uintacyon rudis","species","52561","Ypresian","","56","47.8","60859"
"1348280","occ","","","75867","Saturninia","genus","40441","MP 21","","33.9","28.4","60877"
"1348281","occ","","","75867","Euronyctia","genus","110536","MP 21","","33.9","28.4","60877"
"1348282","occ","","","75867","Heterosoricidae","family","53431","MP 21","","33.9","28.4","60877"
"1348284","occ","","","31748","Butselia biveri","species","110530","Early Oligocene","","33.9","28.4","60877"
"1348285","occ","","","31748","Saturninia gracilis","species","56680","Early Oligocene","","33.9","28.4","60877"
"1348286","occ","","","31748","Saturninia","genus","40441","Early Oligocene","","33.9","28.4","60877"
"1348287","occ","","","31748","Euronyctia","genus","110536","Early Oligocene","","33.9","28.4","60877"
"1348288","occ","","","31748","Amphidozotherium cayluxi","species","56682","Early Oligocene","","33.9","28.4","60877"
"1348289","occ","","","31748","Heterosoricidae","family","53431","Early Oligocene","","33.9","28.4","60877"
"1348297","occ","","","31717","Saturninia","genus","40441","Lutetian","","47.8","41.3","60880"
"1348299","occ","","","31717","Palaeochiropteryx","genus","40634","Lutetian","","47.8","41.3","60880"
"1348318","occ","","","182519","Saturninia","genus","40441","Lutetian","","47.8","41.3","60883"
"1348319","occ","","","182519","Palaeochiropteryx","genus","40634","Lutetian","","47.8","41.3","60883"
"1348320","occ","","","182519","Eochiroptera","suborder","347892","Lutetian","","47.8","41.3","60883"
"1348472","occ","","","182709","Felis silvestris","species","224042","Late Pleistocene","Holocene","0.126","0","60903"
"1348473","occ","","","182709","Lynx lynx","species","104160","Late Pleistocene","Holocene","0.126","0","60903"
"1348474","occ","","","182709","Vulpes vulpes","species","44890","Late Pleistocene","Holocene","0.126","0","60903"
"1348475","occ","","","182709","Mustelidae","family","41086","Late Pleistocene","Holocene","0.126","0","60903"
"1348497","occ","","","182709","Chiroptera","order","40622","Late Pleistocene","Holocene","0.126","0","60903"
"1348585","occ","","","182745","Machairodus","genus","41059","Late Miocene","","11.608","5.333","60908"
"1348597","occ","","","182745","Hyaena","genus","41024","Late Miocene","","11.608","5.333","60908"
"1348623","occ","","","182744","Cephalogale meschethense","species","347945","Late Oligocene","","28.4","23.03","60909"
"1348624","occ","","","182744","Amphicyon","genus","41271","Late Oligocene","","28.4","23.03","60909"
"1348625","occ","","","182744","Nimravus","genus","41043","Late Oligocene","","28.4","23.03","60909"
"1348626","occ","","","182744","Plesictis","genus","41260","Late Oligocene","","28.4","23.03","60909"
"1348661","occ","","","182750","Ictitherium","genus","41026","Late Miocene","","11.608","5.333","60908"
"1348662","occ","","","182750","Ictitherium","genus","41026","Late Miocene","","11.608","5.333","60908"
"1348663","occ","","","182750","Hyaena","genus","41024","Late Miocene","","11.608","5.333","60908"
"1348664","occ","","","182750","Felis","genus","41055","Late Miocene","","11.608","5.333","60908"
"1348665","occ","","","182750","Machairodus","genus","41059","Late Miocene","","11.608","5.333","60908"
"1348681","occ","","","182753","Ursus spelaeus","species","90654","Pleistocene","","2.588","0.0117","60920"
"1348695","occ","","","182754","Metarctos","genus","41318","Late Miocene","","11.608","5.333","60922"
"1348696","occ","","","182754","Mustela","genus","41139","Late Miocene","","11.608","5.333","60922"
"1348697","occ","","","182754","Promephitis","genus","41162","Late Miocene","","11.608","5.333","60922"
"1348698","occ","","","182754","Ictitherium","genus","41026","Late Miocene","","11.608","5.333","60922"
"1348699","occ","","","182754","Ictitherium","genus","41026","Late Miocene","","11.608","5.333","60922"
"1348700","occ","","","182754","Ictitherium","genus","41026","Late Miocene","","11.608","5.333","60922"
"1348701","occ","","","182754","Hyaena","genus","41024","Late Miocene","","11.608","5.333","60922"
"1348702","occ","","","182754","Hyaena","genus","41024","Late Miocene","","11.608","5.333","60922"
"1348703","occ","","","182754","Hyaenictis","genus","41025","Late Miocene","","11.608","5.333","60922"
"1348704","occ","","","182754","Drepanodon","genus","45918","Late Miocene","","11.608","5.333","60922"
"1348705","occ","","","182754","Felidae","family","41045","Late Miocene","","11.608","5.333","60922"
